Id;Name;Name2
MICCT;Microcitrus;(Microcitrus)
MICCT_AUS;Microcitrus australasica (F. Muell.) Swingle;(Microcitrus australasica (F. Muell.) Swingle)
MICCT_AUS_SAN;Citrus australasica var. sanguinea;(Citrus australasica var. sanguinea)
MICLN;Microlaena;(Microlaena)
MICLN_STI;Microlaena stipoides (Labill.) R. Br.;(Microlaena stipoides (Labill.) R. Br.)
MICRB;Microberlinia;(Microberlinia)
MICRB_BRA;Microberlinia brazzavillensis A. Chev.;(Microberlinia brazzavillensis A. Chev.)
MICRC;Microcoelum;(Microcoelum)
MICRC_WED;Microcoelum weddellianum (H. Wendl.) H. E. Moore;(Microcoelum weddellianum (H. Wendl.) H. E. Moore)
MICRS;Microsorum Link;(Microsorum Link)
MICRS_MUS;Microsorum musifolium (Blume) Ching;(Microsorum musifolium (Blume) Ching)
MICRS_PUN;Microsorum punctatum (L.) Copel.;(Microsorum punctatum (L.) Copel.)
MICRS_PUS;Microsorum pustulatum (G. Forst.) Copel.;(Microsorum pustulatum (G. Forst.) Copel.)
MICRS_SCO;Microsorum scolopendrium burm f copel;(Microsorum scolopendrium burm f copel)
MIKAN;Mikania;(Mikania)
MIKAN_COR;Mikania cordata (Burm. f.) B. L. Rob.;(Mikania cordata (Burm. f.) B. L. Rob.)
MIKAN_MIC;Mikania micrantha Kunth;(Mikania micrantha Kunth)
MIKAN_SCA;Mikania scandens (L.) Willd.;(Mikania scandens (L.) Willd.)
MILLE;Millettia Wight & Arn.;(Millettia Wight & Arn.)
MILLE_PIN;Millettia pinnata (L.) Panigrahi;(Millettia pinnata (L.) Panigrahi)
MILTA;?Bratonia Moir;(?Bratonia Moir)
MILTD;?Miltonidium hort.;(?Miltonidium hort.)
MILTO;Miltonia Lindl.;(Miltonia Lindl.)
MILTP;Miltoniopsis God.-Leb.;(Miltoniopsis God.-Leb.)
MIMET;Mimetes Salisb.;(Mimetes Salisb.)
MIMOS;Mimosa;(Mimosa)
MIMOS_DIP;Mimosa diplotricha C. Wright;(Mimosa diplotricha C. Wright)
MIMOS_PIG;Mimosa pigra L.;(Mimosa pigra L.)
MIMOS_PUD;Mimosa pudica L.;(Mimosa pudica L.)
MIMOS_SCA;Mimosa scabrella Benth.;(Mimosa scabrella Benth.)
MIMOS_SEN;Mimosa sensitiva L.;(Mimosa sensitiva L.)
MIMUL;Mimulus;(Mimulus)
MIMUL_CAR;Mimulus cardinalis Douglas ex Benth.;(Mimulus cardinalis Douglas ex Benth.)
MIMUL_CUP;Mimulus cupreus hort. ex Dombrain;(Mimulus cupreus hort. ex Dombrain)
MIMUL_GUT;Mimulus guttatus Fisch. ex DC.;(Mimulus guttatus Fisch. ex DC.)
MIMUL_HYB;Mimulus ?hybridus hort. ex Voss;(Mimulus ?hybridus hort. ex Voss)
MIMUL_LUT;Mimulus luteus L.;(Mimulus luteus L.)
MIMUL_NAI;Mimulus naiandinus J. M. Watson & C. Bohlen;(Mimulus naiandinus J. M. Watson & C. Bohlen)
MIMUL_NCU;Mimulus naiandinus J. M. Watson & C. Bohlen x Mimulus cupreus hort. ex Dombrain;(Mimulus naiandinus J. M. Watson & C. Bohlen x Mimulus cupreus hort. ex Dombrain)
MIMUS;Mimusops;(Mimusops)
MIMUS_ELE;Mimusops elengi L.;(Mimusops elengi L.)
MINTH;Minthostachys (Benth.) Spach;(Minthostachys (Benth.) Spach)
MINTH_MOL;Minthostachys mollis Griseb.;(Minthostachys mollis Griseb.)
MIRAB;Mirabilis;(Mirabilis)
MIRAB_JAL;Mirabilis jalapa L.;(Mirabilis jalapa L.)
MISCA;Miscanthus;(Miscanthus)
MISCA_FLO;Miscanthus floridulus (Labill.) Warb. ex K. Schum. & Lauterb.;(Miscanthus floridulus (Labill.) Warb. ex K. Schum. & Lauterb.)
MISCA_GIG;Miscanthus ?giganteus J. M. Greef & Deuter ex Hodk. & Renvoize;(Miscanthus ?giganteus J. M. Greef & Deuter ex Hodk. & Renvoize)
MISCA_SAC;Miscanthus sacchariflorus (Maxim.) Hack.;(Miscanthus sacchariflorus (Maxim.) Hack.)
MISCA_SIN;Miscanthus sinensis Andersson;(Miscanthus sinensis Andersson)
MISCA_SIN_PUR;Miscanthus sinensis Andersson subsp. purpurascens (Andersson) Tzvelev;(Miscanthus sinensis Andersson subsp. purpurascens (Andersson) Tzvelev)
MITRA;Mitragyna;(Mitragyna)
MITRA_CIL;Mitragyna ciliata Aubrev. & Pellegr.;(Mitragyna ciliata Aubrev. & Pellegr.)
MIYAM;Miyamayomena;(Miyamayomena)
MOKAR;Mokara;(Mokara)
MOLIN;Molinia Schrank;(Molinia Schrank)
MOLIN_ACA;Molinia arundinacea x Molinia caerulea;(Molinia arundinacea x Molinia caerulea)
MOLIN_ARU;Molinia arundinacea Schrank;(Molinia arundinacea Schrank)
MOLIN_CAE;Molinia caerulea (L.) Moench;(Molinia caerulea (L.) Moench)
MOLUC;Moluccella L.;(Moluccella L.)
MOLUC_LAE;Moluccella laevis L.;(Moluccella laevis L.)
MOMOR;Momordica;(Momordica)
MOMOR_CHA;Momordica charantia L.;(Momordica charantia L.)
MOMOR_COC;Momordica cochinchinensis (Lour.) Spreng.;(Momordica cochinchinensis (Lour.) Spreng.)
MONAR;Monarda L.;(Monarda L.)
MONAR_BRA;Monarda bradburiana L. C. Beck;(Monarda bradburiana L. C. Beck)
MONAR_DBR;Hybrids between Monarda didyma and Monarda bradburiana;(Hybrids between Monarda didyma and Monarda bradburiana)
MONAR_DFI;Monarda didyma ? M. fistulosa;(Monarda didyma ? M. fistulosa)
MONAR_DID;Monarda didyma L.;(Monarda didyma L.)
MONAR_FIS;Monarda fistulosa L.;(Monarda fistulosa L.)
MONOC;Monochoria;(Monochoria)
MONOC_HAS;Monochoria hastata (L.) Solms;(Monochoria hastata (L.) Solms)
MONOC_VAG;Monochoria vaginalis (Burm. f.) C. Presl ex Kunth;(Monochoria vaginalis (Burm. f.) C. Presl ex Kunth)
MONOL;Monolena Triana;(Monolena Triana)
MONOL_PRI;Monolena primuliflora Hook. f.;(Monolena primuliflora Hook. f.)
MONOP;Monopsis Salisb.;(Monopsis Salisb.)
MONOP_LUT;Monopsis lutea Urb.;(Monopsis lutea Urb.)
MONOP_UNI;Monopsis unidentata (W. T. Aiton) E. Wimm.;(Monopsis unidentata (W. T. Aiton) E. Wimm.)
MONST;Monstera Adans.;(Monstera Adans.)
MONST_ADA;Monstera adansonii Schott;(Monstera adansonii Schott)
MONST_DEL;Monstera deliciosa Liebm.;(Monstera deliciosa Liebm.)
MONST_OBL;Monstera obliqua Miq.;(Monstera obliqua Miq.)
MORAA;Mora;(Mora)
MORAA_EXC;Mora excelsa Benth.;(Mora excelsa Benth.)
MORAE;Moraea Mill.;(Moraea Mill.)
MORAE_MIN;Moraea miniata Andrews;(Moraea miniata Andrews)
MORCH;Morchella Dill. ex Pers.;(Morchella Dill. ex Pers.)
MOREL;Morella;(Morella)
MOREL_CER;Morella cerifera (L.) Small;(Morella cerifera (L.) Small)
MOREL_PEN;Morella pensylvanica (Mirb.) Kartesz;(Morella pensylvanica (Mirb.) Kartesz)
MOREL_RUB;Morella rubra Lour.;(Morella rubra Lour.)
MORIN;Moringa;(Moringa)
MORIN_DRO;Moringa drouhardii Jum.;(Moringa drouhardii Jum.)
MORIN_OLE;Moringa oleifera Lam.;(Moringa oleifera Lam.)
MORMO;Mormodes Lindl.;(Mormodes Lindl.)
MORND;Morinda;(Morinda)
MORND_CIT;Morinda citrifolia L.;(Morinda citrifolia L.)
MORUS;Morus L.;(Morus L.)
MORUS_ALB;Morus alba L.;(Morus alba L.)
MORUS_AUS;Morus australis Poir.;(Morus australis Poir.)
MORUS_NIG;Morus nigra L.;(Morus nigra L.)
MORUS_ROT;Morus rotundiloba Koidz.;(Morus rotundiloba Koidz.)
MORUS_RUB;Morus rubra L.;(Morus rubra L.)
MTROS;Metrosideros Banks ex Gaertn.;(Metrosideros Banks ex Gaertn.)
MTROS_ALB;Metrosideros albiflora;(Metrosideros albiflora)
MTROS_CAR;Metrosideros carminea;(Metrosideros carminea)
MTROS_CLN;Metrosideros collina (J. R. Forst. & G. Forst.) A. Gray;(Metrosideros collina (J. R. Forst. & G. Forst.) A. Gray)
MTROS_CLS;Metrosideros colensoi;(Metrosideros colensoi)
MTROS_DIF;Metrosideros diffusa (G. Forst.) Sm;(Metrosideros diffusa (G. Forst.) Sm)
MTROS_EXC;Metrosideros excelsa Soland. ex Gaertn.;(Metrosideros excelsa Soland. ex Gaertn.)
MTROS_KER;Metrosideros kermadecensis;(Metrosideros kermadecensis)
MTROS_PAR;Metrosideros parkinsonii;(Metrosideros parkinsonii)
MTROS_PER;Metrosideros perforata (J.R. et G. Forst.) A. Rich.;(Metrosideros perforata (J.R. et G. Forst.) A. Rich.)
MTROS_ROB;Metrosideros robusta A. Cunn.;(Metrosideros robusta A. Cunn.)
MTROS_SCA;Metrosideros scandens;(Metrosideros scandens)
MTROS_UMB;Metrosideros umbellata;(Metrosideros umbellata)
MTROX;Metroxylon;(Metroxylon)
MTROX_SAG;Metroxylon sagu Rottb.;(Metroxylon sagu Rottb.)
MUCUN;Mucuna;(Mucuna)
MUCUN_PRU;Mucuna pruriens (L.) DC.;(Mucuna pruriens (L.) DC.)
MUCUN_PRU_UTI;Mucuna pruriens (L.) DC. var. utilis (Wall. ex Wight) Baker ex Burck;(Mucuna pruriens (L.) DC. var. utilis (Wall. ex Wight) Baker ex Burck)
MUEHL;Muehlenbeckia Meisn.;(Muehlenbeckia Meisn.)
MUEHL_COM;Muehlenbeckia complexa (A. Cunn.) Meisn.;(Muehlenbeckia complexa (A. Cunn.) Meisn.)
MUEHL_PLA;Muehlenbeckia platyclada (F. Muell.) Meisn.;(Muehlenbeckia platyclada (F. Muell.) Meisn.)
MUKDE;Mukdenia Koidz.;(Mukdenia Koidz.)
MUKDE_ROS;Mukdenia rossii (Oliv.) Koidz.;(Mukdenia rossii (Oliv.) Koidz.)
MUNTI;Muntingia;(Muntingia)
MUNTI_CAL;Muntingia calabura L.;(Muntingia calabura L.)
MURDA;Murdannia Royle;(Murdannia Royle)
MURDA_LOR;Murdannia loriformis (Hassk.) R. S. Rao & Kammathy;(Murdannia loriformis (Hassk.) R. S. Rao & Kammathy)
MURRA;Murraya;(Murraya)
MURRA_KOE;Murraya koenigii (L.) Spreng.;(Murraya koenigii (L.) Spreng.)
MURRA_PAN;Murraya paniculata (L.) Jack;(Murraya paniculata (L.) Jack)
MURRA_PAN_OVA;Murraya paniculata (L.) Jack var. ovatifoliolata Engl.;(Murraya paniculata (L.) Jack var. ovatifoliolata Engl.)
MUSAA;Musa L.;(Musa L.)
MUSAA_ACU;Musa acuminata Colla;(Musa acuminata Colla)
MUSAA_BAL;Musa balbisiana Colla;(Musa balbisiana Colla)
MUSAA_BAS;Musa basjoo Siebold & Zucc. ex Iinuma;(Musa basjoo Siebold & Zucc. ex Iinuma)
MUSAA_ITI;Musa itinerans Cheesman;(Musa itinerans Cheesman)
MUSAA_ITI_XIS;Musa itinerans Cheesman var. xishuangbannaensis Hakkinen;(Musa itinerans Cheesman var. xishuangbannaensis Hakkinen)
MUSAA_PAR;Musa ? paradisiaca L.;(Musa ? paradisiaca L.)
MUSAA_SIK;Musa sikkimensis Kurz;(Musa sikkimensis Kurz)
MUSAA_SUM;Musa sumatrana Becc. ex Andre;(Musa sumatrana Becc. ex Andre)
MUSAA_TEX;Musa textilis Nee;(Musa textilis Nee)
MUSAA_URA;Musa uranoscopos Lour.;(Musa uranoscopos Lour.)
MUSAA_VEL;Musa velutina H. Wendl. & Drude;(Musa velutina H. Wendl. & Drude)
MUSCA;Muscari;(Muscari)
MUSCA_ARM;Muscari armeniacum Leichtlin ex Baker;(Muscari armeniacum Leichtlin ex Baker)
MUSCA_BOT;Muscari botryoides (L.) Mill.;(Muscari botryoides (L.) Mill.)
MUSCA_MAC;Muscari macrocarpum Sweet;(Muscari macrocarpum Sweet)
MUSCA_MAS;Muscari massayanum Grunert;(Muscari massayanum Grunert)
MUSCA_PAR;Muscari parviflorum Desf.;(Muscari parviflorum Desf.)
MUSSA;Mussaenda L.;(Mussaenda L.)
MUSSA_ERY;Mussaenda erythrophylla Schumach.;(Mussaenda erythrophylla Schumach.)
MYAGR;Myagrum;(Myagrum)
MYAGR_PER;Myagrum perfoliatum L.;(Myagrum perfoliatum L.)
MYAGR_RUG;Rapistrum rugosum (L.) All.;(Rapistrum rugosum (L.) All.)
MYCOL;Mycoleptodonoides;(Mycoleptodonoides)
MYCOL_AIT;Mycoleptodonoides aitchisonii (Berkeley) Maas Geesteranus;(Mycoleptodonoides aitchisonii (Berkeley) Maas Geesteranus)
MYOPO;Myoporum Banks et Sol.ex G. Forst.;(Myoporum Banks et Sol.ex G. Forst.)
MYOPO_INS;Myoporum insulare R. Br.;(Myoporum insulare R. Br.)
MYOPO_LAE;Myoporum laetum G. Forst.;(Myoporum laetum G. Forst.)
MYOPO_PAR;Myoporum parvifolium R. Br.;(Myoporum parvifolium R. Br.)
MYRCR;Myrciaria;(Myrciaria)
MYRCR_CAU;Myrciaria cauliflora (Mart.) O. Berg;(Myrciaria cauliflora (Mart.) O. Berg)
MYRCR_JAB;Myrciaria jaboticaba (Vell.) O. Berg;(Myrciaria jaboticaba (Vell.) O. Berg)
MYRIC;Myrica L.;(Myrica L.)
MYRIO;Myriophyllum L.;(Myriophyllum L.)
MYRIO_AQU;Myriophyllum aquaticum (Vell.) Verdc.;(Myriophyllum aquaticum (Vell.) Verdc.)
MYRRH;Myrrhis;(Myrrhis)
MYRRH_ODO;Myrrhis odorata (L.) Scop.;(Myrrhis odorata (L.) Scop.)
MYRSI;Myrsine L.;(Myrsine L.)
MYRSI_AUS;Myrsine australis (A. Rich.) Allan;(Myrsine australis (A. Rich.) Allan)
MYRSI_CHA;Myrsine chathamica F. Muell.;(Myrsine chathamica F. Muell.)
MYRSI_COX;Myrsine coxii Cockayne;(Myrsine coxii Cockayne)
MYRSI_DIV;Myrsine divaricata A. Cunn.;(Myrsine divaricata A. Cunn.)
MYRSI_KER;Myrsine kermadecensis Cheesem.;(Myrsine kermadecensis Cheesem.)
MYRSI_MON;Myrsine montana Hook. f.;(Myrsine montana Hook. f.)
MYRSI_NUM;Myrsine nummularia Hook. f.;(Myrsine nummularia Hook. f.)
MYRSI_OLI;Myrsine oliveri Allan;(Myrsine oliveri Allan)
MYRSI_SAL;Myrsine salicina Heward;(Myrsine salicina Heward)
MYRST;Myristica;(Myristica)
MYRST_FRA;Myristica fragrans Houtt.;(Myristica fragrans Houtt.)
MYRTU;Myrtus;(Myrtus)
MYRTU_COM;Myrtus communis L.;(Myrtus communis L.)
MYRXL;Myroxylon;(Myroxylon)
MYRXL_BAL;Myroxylon balsamum (L.) Harms;(Myroxylon balsamum (L.) Harms)
MYSTN;Myosoton;(Myosoton)
MYSTN_AQU;Myosoton aquaticum (L.) Moench;(Myosoton aquaticum (L.) Moench)
MYSTS;Myosotis L.;(Myosotis L.)
MYSTS_ALP;Myosotis alpestris F.W. Schmidt;(Myosotis alpestris F.W. Schmidt)
MYSTS_ARV;Myosotis arvensis (L.) Hill;(Myosotis arvensis (L.) Hill)
MYSTS_PAR;Myosotis xparviflora;(Myosotis xparviflora)
MYSTS_SCO;Myosotis scorpioides L.;(Myosotis scorpioides L.)
MYSTS_SYL;Myosotis sylvatica Ehrh. ex Hoffm.;(Myosotis sylvatica Ehrh. ex Hoffm.)
NAEMA;Naematoloma;(Naematoloma)
NAEMA_SUB;Naematoloma sublateritium (Fr.) Karst.;(Naematoloma sublateritium (Fr.) Karst.)
NANDI;Nandina;(Nandina)
NANDI_DOM;Nandina domestica Thunb.;(Nandina domestica Thunb.)
NARCI;Narcissus L.;(Narcissus L.)
NARCI_BUL;Narcissus bulbocodium L.;(Narcissus bulbocodium L.)
NARCI_CYC;Narcissus cyclamineus DC.;(Narcissus cyclamineus DC.)
NARCI_INC;Narcissus ?incomparabilis Mill.;(Narcissus ?incomparabilis Mill.)
NARCI_JON;Narcissus jonquilla L.;(Narcissus jonquilla L.)
NARCI_MIN;Narcissus minor L.;(Narcissus minor L.)
NARCI_ODO;Narcissus ?odorus L.;(Narcissus ?odorus L.)
NARCI_PSE;Narcissus pseudonarcissus L.;(Narcissus pseudonarcissus L.)
NARCI_ROM;Narcissus romieuxii Braun-Blanq. & Maire;(Narcissus romieuxii Braun-Blanq. & Maire)
NARCI_RUP;Narcissus rupicola Dufour;(Narcissus rupicola Dufour)
NARCI_TAZ;Narcissus tazetta L.;(Narcissus tazetta L.)
NARCI_TRI;Narcissus triandrus L.;(Narcissus triandrus L.)
NASTU;Nasturtium;(Nasturtium)
NASTU_MIC;Nasturtium microphyllum Boenn. ex Rchb.;(Nasturtium microphyllum Boenn. ex Rchb.)
NASTU_OFF;Nasturtium officinale R. Br.;(Nasturtium officinale R. Br.)
NASTU_STE;Nasturtium xsterile (Airy Shaw) Oefelein;(Nasturtium xsterile (Airy Shaw) Oefelein)
NAUTI;Nautilocalyx Lind. ex Hanst.;(Nautilocalyx Lind. ex Hanst.)
NAUTI_LYN;Nautilocalyx lynchii (Hook. f.) Sprague;(Nautilocalyx lynchii (Hook. f.) Sprague)
NEILL;Neillia D. Don;(Neillia D. Don)
NELUM;Nelumbo;(Nelumbo)
NELUM_NUC;Nelumbo nucifera Gaertn.;(Nelumbo nucifera Gaertn.)
NEMAC;Nemacystus Derbes & Solier;(Nemacystus Derbes & Solier)
NEMAC_DEC;Nemacystus decipiens (Suringar) Kuckuck;(Nemacystus decipiens (Suringar) Kuckuck)
NEMAT;Nematanthus Schrad.;(Nematanthus Schrad.)
NEMES;Nemesia Vent.;(Nemesia Vent.)
NEMES_BRE;Nemesia brevicalcarata Schltr.;(Nemesia brevicalcarata Schltr.)
NEMES_CAE;Nemesia caerula;(Nemesia caerula)
NEMES_CFO;Nemesia caerulea x N. foetens;(Nemesia caerulea x N. foetens)
NEMES_CHE;Nemesia cheiranthus E. Mey. ex Benth.;(Nemesia cheiranthus E. Mey. ex Benth.)
NEMES_DCA;Nemesia denticulata x Nemesia caerula;(Nemesia denticulata x Nemesia caerula)
NEMES_DEN;Nemesia denticulata;(Nemesia denticulata)
NEMES_FOE;Nemesia foetens Venten;(Nemesia foetens Venten)
NEMES_FRT;Nemesia frutescens G.Don;(Nemesia frutescens G.Don)
NEMES_FRU;Nemesia fruticans;(Nemesia fruticans)
NEMES_SFR;Nemesia strumosa x Nemesia fruticans;(Nemesia strumosa x Nemesia fruticans)
NEMES_SIL;Nemesia silvatica Hilliard;(Nemesia silvatica Hilliard)
NEMES_STR;Nemesia strumosa Benth.;(Nemesia strumosa Benth.)
NEMES_VER;Nemesia versicolor E. Mey. ex Benth.;(Nemesia versicolor E. Mey. ex Benth.)
NEMOP;Nemophila;(Nemophila)
NEMOP_MAC;Nemophila maculata Benth. ex Lindl.;(Nemophila maculata Benth. ex Lindl.)
NEMOP_MEN;Nemophila menziesii Hook. & Arn.;(Nemophila menziesii Hook. & Arn.)
NEOLE;Neolentinus Redhead & Ginns;(Neolentinus Redhead & Ginns)
NEOLE_LEP;Neolentinus lepideus (Fr.) Redhead & Ginns;(Neolentinus lepideus (Fr.) Redhead & Ginns)
NEONO;Neonotonia;(Neonotonia)
NEONO_WIG;Neonotonia wightii (Wight & Arn.) J. A. Lackey;(Neonotonia wightii (Wight & Arn.) J. A. Lackey)
NEORE;Neoregelia L.B. Sm.;(Neoregelia L.B. Sm.)
NEORE_CAR;Neoregelia carolinae (Beer) L. B. Sm.;(Neoregelia carolinae (Beer) L. B. Sm.)
NEORE_CCO;Hybrids between Neoregelia carolinae and Neoregelia concentrica;(Hybrids between Neoregelia carolinae and Neoregelia concentrica)
NEORE_CHL;Neoregelia chlorosticta (Baker) L. B. Sm.;(Neoregelia chlorosticta (Baker) L. B. Sm.)
NEORE_CMA;Hybrids between Neoregelia carolinae and Neoregelia macrosepala;(Hybrids between Neoregelia carolinae and Neoregelia macrosepala)
NEORE_CON;Neoregelia concentrica (Vell.) L. B. Sm.;(Neoregelia concentrica (Vell.) L. B. Sm.)
NEORE_CPR;Hybrids between Neoregelia concentrica and Neoregelia princeps;(Hybrids between Neoregelia concentrica and Neoregelia princeps)
NEORE_MAC;Neoregelia macrosepala L. B. Sm.;(Neoregelia macrosepala L. B. Sm.)
NEORE_PRI;Neoregelia princeps (Baker) L. B. Sm.;(Neoregelia princeps (Baker) L. B. Sm.)
NEOTY;Neotyphodium;(Neotyphodium)
NEPEN;Nepenthes L.;(Nepenthes L.)
NEPEN_ALA;Nepenthes alata Blanco;(Nepenthes alata Blanco)
NEPEN_AMP;Nepenthes ampullaria Jack;(Nepenthes ampullaria Jack)
NEPEN_ASV;hybrids between Nepenthes ampullaria Jack, Nepenthes sibuyanensis Nerz and Nepenthes ventricosa Blanco;(hybrids between Nepenthes ampullaria Jack, Nepenthes sibuyanensis Nerz and Nepenthes ventricosa Blanco)
NEPEN_AVE;Hybrids between Nepenthes ampullaria and Nepenthes ventricosa;(Hybrids between Nepenthes ampullaria and Nepenthes ventricosa)
NEPEN_KHA;Nepenthes khasiana Hook. f.;(Nepenthes khasiana Hook. f.)
NEPEN_MIR;Nepenthes mira Jebb & Cheek;(Nepenthes mira Jebb & Cheek)
NEPEN_MVE;Nepenthes mira Jebb & Cheek x N. ventricosa Blanco;(Nepenthes mira Jebb & Cheek x N. ventricosa Blanco)
NEPEN_RAF;Nepenthes rafflesiana Jack ex Hook. f.;(Nepenthes rafflesiana Jack ex Hook. f.)
NEPEN_RSI;Nepenthes rafflesiana X Nepenthes sibuyanensis;(Nepenthes rafflesiana X Nepenthes sibuyanensis)
NEPEN_SAM;hybrids between Nepenthes sibuyanensis Nerz and Nepenthes ampullaria Jack;(hybrids between Nepenthes sibuyanensis Nerz and Nepenthes ampullaria Jack)
NEPEN_SIB;Nepenthes sibuyanensis Nerz;(Nepenthes sibuyanensis Nerz)
NEPEN_VEN;Nepenthes ventricosa Blanco;(Nepenthes ventricosa Blanco)
NEPEN_VOG;Nepenthes vogelii Schuit. & de Vogel;(Nepenthes vogelii Schuit. & de Vogel)
NEPEN_VVO;hybrids between Nepenthes ventricosa Blanco and Nepenthes vogelii Schuit. & de Vogel;(hybrids between Nepenthes ventricosa Blanco and Nepenthes vogelii Schuit. & de Vogel)
NEPET;Nepeta L.;(Nepeta L.)
NEPET_CAT;Nepeta cataria L.;(Nepeta cataria L.)
NEPET_FAA;Nepeta ?faassenii Bergmans ex Stearn;(Nepeta ?faassenii Bergmans ex Stearn)
NEPET_GOV;Nepeta govaniana (Wall. ex Benth.) Benth.;(Nepeta govaniana (Wall. ex Benth.) Benth.)
NEPET_GRA;Nepeta grandiflora M. Bieb.;(Nepeta grandiflora M. Bieb.)
NEPET_GTU;Nepeta govaniana x Nepeta tuberosa;(Nepeta govaniana x Nepeta tuberosa)
NEPET_RAS;Nepeta racemosa Lam.;(Nepeta racemosa Lam.)
NEPET_SUB;Nepeta subsessilis Maxim.;(Nepeta subsessilis Maxim.)
NEPET_TUB;Nepeta tuberosa L.;(Nepeta tuberosa L.)
NEPHE;Nephelium;(Nephelium)
NEPHE_LAP;Nephelium lappaceum L.;(Nephelium lappaceum L.)
NEPHE_RAM;Nephelium ramboutan-ake (Labill.) Leenh.;(Nephelium ramboutan-ake (Labill.) Leenh.)
NEPHR;Nephrolepis Schott;(Nephrolepis Schott)
NEPHR_COR;Nephrolepis cordifolia (L.) C. Presl;(Nephrolepis cordifolia (L.) C. Presl)
NEPHR_EXA;Nephrolepis exaltata (L.) Schott;(Nephrolepis exaltata (L.) Schott)
NEPHT;Nephthytis Schott;(Nephthytis Schott)
NERIN;Nerine Herb.;(Nerine Herb.)
NERIN_BOW;Nerine bowdenii W. Watson;(Nerine bowdenii W. Watson)
NERIN_BSA;Nerine bowdenii ? Nerine sarniensis;(Nerine bowdenii ? Nerine sarniensis)
NERIN_SAR;Nerine sarniensis (L.) Herb.;(Nerine sarniensis (L.) Herb.)
NERIU;Nerium L.;(Nerium L.)
NERIU_OLE;Nerium oleander L.;(Nerium oleander L.)
NERTE;Nertera Banks et Soland. ex. Gaertn.;(Nertera Banks et Soland. ex. Gaertn.)
NERTE_GRA;Nertera granadensis (Mutis ex L. f.) Druce;(Nertera granadensis (Mutis ex L. f.) Druce)
NICAN;Nicandra;(Nicandra)
NICAN_PHY;Nicandra physalodes (L.) Gaertn.;(Nicandra physalodes (L.) Gaertn.)
NICOT;Nicotiana L.;(Nicotiana L.)
NICOT_ALA;Nicotiana alata Link & Otto;(Nicotiana alata Link & Otto)
NICOT_GLA;Nicotiana glauca Graham;(Nicotiana glauca Graham)
NICOT_RTA;hybrids between Nicotiana rustica L. and Nicotiana tabacum L.;(hybrids between Nicotiana rustica L. and Nicotiana tabacum L.)
NICOT_RUS;Nicotiana rustica L.;(Nicotiana rustica L.)
NICOT_SAN;Nicotiana ?sanderae W. Watson;(Nicotiana ?sanderae W. Watson)
NICOT_SUA;Nicotiana suaveolens Lehm.;(Nicotiana suaveolens Lehm.)
NICOT_TAB;Nicotiana tabacum L.;(Nicotiana tabacum L.)
NIERE;Nierembergia Ruiz et Pav.;(Nierembergia Ruiz et Pav.)
NIERE_HIP;Nierembergia hippomanica Miers;(Nierembergia hippomanica Miers)
NIERE_HIP_COE;Nierembergia hippomanica Miers var. coerulea (Gillies ex Miers) Millan;(Nierembergia hippomanica Miers var. coerulea (Gillies ex Miers) Millan)
NIERE_LIN;Nierembergia linariaefolia;(Nierembergia linariaefolia)
NIERE_REP;Nierembergia repens Ruiz & Pav.;(Nierembergia repens Ruiz & Pav.)
NIERE_SCO;Nierembergia scoparia Sendtn.;(Nierembergia scoparia Sendtn.)
NIGEL;Nigella;(Nigella)
NIGEL_DAM;Nigella damascena L.;(Nigella damascena L.)
NIGEL_HIS;Nigella hispanica L.;(Nigella hispanica L.)
NIGEL_SAT;Nigella sativa L.;(Nigella sativa L.)
NITRA;Nitraria L.;(Nitraria L.)
NOLAN;Nolana L.;(Nolana L.)
NOLAN_PAR;Nolana paradoxa Lindl. subsp. atriplicifolia (D. Don) Mesa;(Nolana paradoxa Lindl. subsp. atriplicifolia (D. Don) Mesa)
NOTHO;Nothofagus Blume.;(Nothofagus Blume.)
NOTHO_ANT;Nothofagus antarctica (G. Forst.) Oerst.;(Nothofagus antarctica (G. Forst.) Oerst.)
NOTHO_FUS;Nothofagus fusca (Hook. f.) Oerst.;(Nothofagus fusca (Hook. f.) Oerst.)
NOTHO_OBL;Nothofagus obliqua (Mirb.) Blume;(Nothofagus obliqua (Mirb.) Blume)
NOTHO_PRO;Nothofagus procera Oerst.;(Nothofagus procera Oerst.)
NOTHO_PUM;Nothofagus pumilio (Poepp. & Endl.) Krasser;(Nothofagus pumilio (Poepp. & Endl.) Krasser)
NYMPH;Nymphaea L.;(Nymphaea L.)
NYMPH_CAP;Nymphaea capensis Thunb.;(Nymphaea capensis Thunb.)
NYMPH_NOU;Nymphaea nouchali Burm. f.;(Nymphaea nouchali Burm. f.)
NYPAA;Nypa;(Nypa)
NYPAA_FRU;Nypa fruticans Wurmb;(Nypa fruticans Wurmb)
NYSSA;Nyssa;(Nyssa)
NYSSA_AQU;Nyssa aquatica L.;(Nyssa aquatica L.)
NYSSA_SYL;Nyssa sylvatica Marshall;(Nyssa sylvatica Marshall)
OCHRO;Ochroma;(Ochroma)
OCHRO_PYR;Ochroma pyramidale (Cav. ex Lam.) Urb.;(Ochroma pyramidale (Cav. ex Lam.) Urb.)
OCIMU;Ocimum;(Ocimum)
OCIMU_BAS;Ocimum basilicum L.;(Ocimum basilicum L.)
