Id;Name;Name2
ABELI;Abelia R. Br.;(Abelia R. Br.)
ABELI_CHI;Abelia chinensis R. Br.;(Abelia chinensis R. Br.)
ABELI_ENG;Abelia engleriana (Graebn.) Rehder;(Abelia engleriana (Graebn.) Rehder)
ABELI_FLO;Abelia floribunda (M. Martens & Galeotti) Decne.;(Abelia floribunda (M. Martens & Galeotti) Decne.)
ABELI_GPA;Abelia xgrandiflora x Abelia parvifolia;(Abelia xgrandiflora x Abelia parvifolia)
ABELI_GRA;Abelia x grandiflora Rehder;(Abelia x grandiflora Rehder)
ABELI_MOS;Abelia mosanensis I. C. Chung ex Nakai;(Abelia mosanensis I. C. Chung ex Nakai)
ABELI_PAR;Abelia parvifolia Hemsl.;(Abelia parvifolia Hemsl.)
ABELI_TRI;Abelia triflora R. Br.;(Abelia triflora R. Br.)
ABELM;Abelmoschus;(Abelmoschus)
ABELM_ESC;Abelmoschus esculentus (L.) Moench;(Abelmoschus esculentus (L.) Moench)
ABELM_MAN;Abelmoschus manihot (L.) Medik.;(Abelmoschus manihot (L.) Medik.)
ABELO;Abeliophyllum Nakai;(Abeliophyllum Nakai)
ABELO_DIS;Abeliophyllum distichum Nakai;(Abeliophyllum distichum Nakai)
ABIES;Abies Mill.;(Abies Mill.)
ABIES_ALB;Abies alba Mill.;(Abies alba Mill.)
ABIES_AMA;Abies amabilis Douglas ex J. Forbes;(Abies amabilis Douglas ex J. Forbes)
ABIES_BAL;Abies balsamea (L.) Mill.;(Abies balsamea (L.) Mill.)
ABIES_CEP;Abies cephalonica Loudon;(Abies cephalonica Loudon)
ABIES_CIL;Abies cilicica (Antoine & Kotschy) Carriere;(Abies cilicica (Antoine & Kotschy) Carriere)
ABIES_CON;Abies concolor (Gordon & Glend.) Lindl. ex F. H. Hildebr.;(Abies concolor (Gordon & Glend.) Lindl. ex F. H. Hildebr.)
ABIES_FIR;Abies firma Siebold & Zucc.;(Abies firma Siebold & Zucc.)
ABIES_FRA;Abies fraseri (Pursh) Poir.;(Abies fraseri (Pursh) Poir.)
ABIES_GRA;Abies grandis (Douglas ex D. Don) Lindl.;(Abies grandis (Douglas ex D. Don) Lindl.)
ABIES_HOM;Abies homolepis Siebold & Zucc.;(Abies homolepis Siebold & Zucc.)
ABIES_KOR;Abies koreana E. H. Wilson;(Abies koreana E. H. Wilson)
ABIES_LAS;Abies lasiocarpa (Hook.) Nutt.;(Abies lasiocarpa (Hook.) Nutt.)
ABIES_MAG;Abies magnifica A. Murray bis;(Abies magnifica A. Murray bis)
ABIES_NEB;Abies nebrodensis (Lojac.) Mattei;(Abies nebrodensis (Lojac.) Mattei)
ABIES_NOR;Abies nordmanniana (Steven) Spach;(Abies nordmanniana (Steven) Spach)
ABIES_NOR_EQU;Abies nordmanniana (Steven) Spach subsp. equi-trojani (Asch. & Sint. ex Boiss.) Coode & Cullen;(Abies nordmanniana (Steven) Spach subsp. equi-trojani (Asch. & Sint. ex Boiss.) Coode & Cullen)
ABIES_NUM;Abies numidica de Lannoy ex Carriere;(Abies numidica de Lannoy ex Carriere)
ABIES_PIN;Abies pinsapo Boiss.;(Abies pinsapo Boiss.)
ABIES_PRO;Abies procera Rehder;(Abies procera Rehder)
ABIES_SAC;Abies sachalinensis (F. Schmidt) Mast.;(Abies sachalinensis (F. Schmidt) Mast.)
ABIES_SIB;Abies sibirica Ledeb.;(Abies sibirica Ledeb.)
ABIES_SIB_SEM;Abies sibirica Ledeb. subsp. semenovii (B. Fedtsch.) Farjon;(Abies sibirica Ledeb. subsp. semenovii (B. Fedtsch.) Farjon)
ABIES_VEI;Abies veitchii Lindl.;(Abies veitchii Lindl.)
ABRUS;Abrus;(Abrus)
ABRUS_PRE;Abrus precatorius L.;(Abrus precatorius L.)
ABUTI;Abutilon Mill.;(Abutilon Mill.)
ABUTI_DAR;Abutilon darwinii Hook. f.;(Abutilon darwinii Hook. f.)
ABUTI_HYB;Abutilon ?hybridum hort. ex Voss;(Abutilon ?hybridum hort. ex Voss)
ABUTI_MEG;Abutilon megapotamicum (Spreng.) A. St.-Hil. & Naudin;(Abutilon megapotamicum (Spreng.) A. St.-Hil. & Naudin)
ABUTI_MIL;Abutilon x milleri hort.;(Abutilon x milleri hort.)
ABUTI_MOL;Abutilon mollis Sweet;(Abutilon mollis Sweet)
ABUTI_OCH;Abutilon ochsenii (Phil.) Reiche;(Abutilon ochsenii (Phil.) Reiche)
ABUTI_PIC;Abutilon pictum (Gillies ex Hook. & Arn.) Walp.;(Abutilon pictum (Gillies ex Hook. & Arn.) Walp.)
ABUTI_THE;Abutilon theophrasti Medik.;(Abutilon theophrasti Medik.)
ABUTI_VIT;Abutilon vitifolium (Cav.) C. Presl;(Abutilon vitifolium (Cav.) C. Presl)
ACACI;Acacia Mill.;(Acacia Mill.)
ACACI_ACI;Acacia acinacea Lindl.;(Acacia acinacea Lindl.)
ACACI_AUR;Acacia auriculiformis A. Cunn. ex Benth.;(Acacia auriculiformis A. Cunn. ex Benth.)
ACACI_BAI;Acacia baileyana F. Muell.;(Acacia baileyana F. Muell.)
ACACI_BIN;Acacia binervia (J. C. Wendl.) J. F. Macbr.;(Acacia binervia (J. C. Wendl.) J. F. Macbr.)
ACACI_BOO;Acacia boormanii Maiden;(Acacia boormanii Maiden)
ACACI_CAR;Acacia cardiophylla A. Cunn. ex Benth.;(Acacia cardiophylla A. Cunn. ex Benth.)
ACACI_COG;Acacia cognata Domin;(Acacia cognata Domin)
ACACI_CVE;Acacia cognata x Acacia verniciflua;(Acacia cognata x Acacia verniciflua)
ACACI_DEA;Acacia dealbata Link;(Acacia dealbata Link)
ACACI_DEC;Acacia decurrens (J. C. Wendl.) Willd.;(Acacia decurrens (J. C. Wendl.) Willd.)
ACACI_FAR;Acacia farnesiana (L.) Willd.;(Acacia farnesiana (L.) Willd.)
ACACI_FIM;Acacia fimbriata A. Cunn. ex G. Don;(Acacia fimbriata A. Cunn. ex G. Don)
ACACI_FLO;Acacia floribunda (Vent.) Willd.;(Acacia floribunda (Vent.) Willd.)
ACACI_HOL;Acacia holosericea A. Cunn. ex G. Don;(Acacia holosericea A. Cunn. ex G. Don)
ACACI_LEP;Acacia leprosa Sieber ex DC.;(Acacia leprosa Sieber ex DC.)
ACACI_LTC;Acacia leptocarpa A. Cunn. ex Benth.;(Acacia leptocarpa A. Cunn. ex Benth.)
ACACI_MAN;Acacia mangium Willd.;(Acacia mangium Willd.)
ACACI_MEA;Acacia mearnsii De Wild.;(Acacia mearnsii De Wild.)
ACACI_MEL;Acacia melanoxylon R. Br.;(Acacia melanoxylon R. Br.)
ACACI_POD;Acacia podalyriifolia A. Cunn. ex G. Don;(Acacia podalyriifolia A. Cunn. ex G. Don)
ACACI_PRA;Acacia pravissima F. Muell.;(Acacia pravissima F. Muell.)
ACACI_SAL;Acacia saligna (Labill.) H. L. Wendl.;(Acacia saligna (Labill.) H. L. Wendl.)
ACACI_SEN;Acacia senegal (L.) Willd.;(Acacia senegal (L.) Willd.)
ACACI_SIE;Vachellia sieberiana (DC.) Kyal. & Boatwr.;(Vachellia sieberiana (DC.) Kyal. & Boatwr.)
ACACI_SPA;Acacia spathulifolia Maslin;(Acacia spathulifolia Maslin)
ACACI_TER;Acacia terminalis (Salisb.) J.F.Macbr.;(Acacia terminalis (Salisb.) J.F.Macbr.)
ACACI_VER;Acacia verniciflua A. Cunn.;(Acacia verniciflua A. Cunn.)
ACALY;Acalypha L.;(Acalypha L.)
ACALY_CHA;Acalypha chamaedrifolia (Lam.) Mull. Arg.;(Acalypha chamaedrifolia (Lam.) Mull. Arg.)
ACALY_GOD;Acalypha godseffiana hort. Sander ex Mast.;(Acalypha godseffiana hort. Sander ex Mast.)
ACALY_IND;Acalypha indica L.;(Acalypha indica L.)
ACALY_WIL;Acalypha wilkesiana Mull. Arg.;(Acalypha wilkesiana Mull. Arg.)
ACCAA;Acca;(Acca)
ACCAA_SEL;Acca sellowiana (Berg) Burret;(Acca sellowiana (Berg) Burret)
ACERR;Acer L.;(Acer L.)
ACERR_CAM;Acer campestre L.;(Acer campestre L.)
ACERR_CIR;Acer circinatum Pursh;(Acer circinatum Pursh)
ACERR_FRE;Acer xfreemanii A. E. Murray;(Acer xfreemanii A. E. Murray)
ACERR_GDT;Acer grandidentatum Nutt.;(Acer grandidentatum Nutt.)
ACERR_HEL;Acer heldreichii Orph. ex Boiss.;(Acer heldreichii Orph. ex Boiss.)
ACERR_LON;Acer longipes Franch. ex Rehder;(Acer longipes Franch. ex Rehder)
ACERR_LPL;Acer longipes ? Acer platanoides;(Acer longipes ? Acer platanoides)
ACERR_MON;Acer monspessulanum L.;(Acer monspessulanum L.)
ACERR_NEG;Acer negundo L.;(Acer negundo L.)
ACERR_OPA;Acer opalus Mill.;(Acer opalus Mill.)
ACERR_OPA_OBT;Acer opalus Mill. subsp. obtusatum (Waldst. & Kit. ex Willd.) Gams;(Acer opalus Mill. subsp. obtusatum (Waldst. & Kit. ex Willd.) Gams)
ACERR_OPA_OPA;Acer opalus Mill. subsp. Opalus;(Acer opalus Mill. subsp. Opalus)
ACERR_PAL;Acer palmatum Thunb.;(Acer palmatum Thunb.)
ACERR_PAL_AMO;Acer palmatum Thunb. subsp. amoenum (Carriere) H. Hara;(Acer palmatum Thunb. subsp. amoenum (Carriere) H. Hara)
ACERR_PAS;Acer palmatum Thunb. x Acer pseudosieboldianum (Pax) Kom.;(Acer palmatum Thunb. x Acer pseudosieboldianum (Pax) Kom.)
ACERR_PLA;Acer platanoides L.;(Acer platanoides L.)
ACERR_PSE;Acer pseudoplatanus L.;(Acer pseudoplatanus L.)
ACERR_PSS;Acer pseudosieboldianum (Pax) Kom.;(Acer pseudosieboldianum (Pax) Kom.)
ACERR_PTR;hybrids between Acer platanoides L. and Acer truncatum Bunge;(hybrids between Acer platanoides L. and Acer truncatum Bunge)
ACERR_RUB;Acer rubrum L.;(Acer rubrum L.)
ACERR_SCN;Acer saccharinum L.;(Acer saccharinum L.)
ACERR_SCR;Acer saccharum Marshall;(Acer saccharum Marshall)
ACERR_SHI;Acer shirasawanum Koidz.;(Acer shirasawanum Koidz.)
ACERR_TAT;Acer tataricum L.;(Acer tataricum L.)
ACERR_TAT_AID;Acer tataricum L. subsp. aidzuense (Franch.) P. C. DeJong;(Acer tataricum L. subsp. aidzuense (Franch.) P. C. DeJong)
ACERR_TAT_GIN;Acer tataricum L. subsp. ginnala (Maxim.) Wesm.;(Acer tataricum L. subsp. ginnala (Maxim.) Wesm.)
ACERR_TAT_SEM;Acer tataricum L. subsp. semenovii (Regel & Herder) A. E. Murray;(Acer tataricum L. subsp. semenovii (Regel & Herder) A. E. Murray)
ACERR_TRU;Acer truncatum Bunge;(Acer truncatum Bunge)
ACHIL;Achillea L.;(Achillea L.)
ACHIL_ALP;Achillea alpina L.;(Achillea alpina L.)
ACHIL_CLA;Achillea clavennae L.;(Achillea clavennae L.)
ACHIL_COL;Achillea collina Becker ex Rchb.;(Achillea collina Becker ex Rchb.)
ACHIL_FIL;Achillea filipendulina Lam.;(Achillea filipendulina Lam.)
ACHIL_MIL;Achillea millefolium L.;(Achillea millefolium L.)
ACHIL_MTO;Hybrids between Achillea millefolium x Achillea tomentosa;(Hybrids between Achillea millefolium x Achillea tomentosa)
ACHIL_PTA;Achillea ptarmica L.;(Achillea ptarmica L.)
ACHIL_TOM;Achillea tomentosa L.;(Achillea tomentosa L.)
ACHIL_UMB;Achillea umbellata Sm.;(Achillea umbellata Sm.)
ACHIM;Achimenes Pers.;(Achimenes Pers.)
ACHNA;Achnatherum P. Beauv.;(Achnatherum P. Beauv.)
ACHNA_CAL;Achnatherum calamagrostis (L.) P. Beauv.;(Achnatherum calamagrostis (L.) P. Beauv.)
ACHRC;Achyrocline (Less.) DC.;(Achyrocline (Less.) DC.)
ACHRC_SAT;Achyrocline satureioides (Lam.) DC.;(Achyrocline satureioides (Lam.) DC.)
ACHYR;Achyranthes L.;(Achyranthes L.)
ACHYR_ASP;Achyranthes aspera L.;(Achyranthes aspera L.)
ACHYR_JAP;Achyranthes japonica (Miq.) Nakai;(Achyranthes japonica (Miq.) Nakai)
ACIDO;Acidosasa C. D. Chu & C. S. Chao ex Keng f.;(Acidosasa C. D. Chu & C. S. Chao ex Keng f.)
ACMAD;Acmadenia;(Acmadenia)
ACMAD_TET;Acmadenia tetragona;(Acmadenia tetragona)
ACMEN;Acmena;(Acmena)
ACMEN_SMI;Acmena smithii;(Acmena smithii)
ACNTP;Acanthopanax (Decne. et Planch.) Miq.;(Acanthopanax (Decne. et Planch.) Miq.)
ACNTS;Acanthospermum;(Acanthospermum)
ACNTS_HIS;Acanthospermum hispidum DC.;(Acanthospermum hispidum DC.)
ACNTU;Acanthus L.;(Acanthus L.)
ACONI;Aconitum L.;(Aconitum L.)
ACONI_CAR;Aconitum carmichaelii Debeaux;(Aconitum carmichaelii Debeaux)
ACONI_FIS;Aconitum fischeri Rchb.;(Aconitum fischeri Rchb.)
ACONI_NAP;Aconitum napellus L.;(Aconitum napellus L.)
ACONI_VUL;Aconitum vulparia Rchb.;(Aconitum vulparia Rchb.)
ACORU;Acorus;(Acorus)
ACORU_CAL;Acorus calamus L.;(Acorus calamus L.)
ACROA;Acrocarpus Wight ex Arn.;(Acrocarpus Wight ex Arn.)
ACROA_FRA;Acrocarpus fraxinifolius Wight ex Arn.;(Acrocarpus fraxinifolius Wight ex Arn.)
ACROC;Acroceras;(Acroceras)
ACROC_MAC;Acroceras macrum Stapf;(Acroceras macrum Stapf)
ACROP;Acroptilon;(Acroptilon)
ACROP_REP;Acroptilon repens (L.) DC.;(Acroptilon repens (L.) DC.)
ACTAE;Actaea;(Actaea)
ACTAE_JAP;Actaea japonica Thunb.;(Actaea japonica Thunb.)
ACTAE_PAC;Actaea pachypoda Elliott;(Actaea pachypoda Elliott)
ACTAE_RAC;Actaea racemosa L.;(Actaea racemosa L.)
ACTAE_RSI;Actaea racemosa L. ? Actaea simplex (DC.) Wormsk. ex Prantl;(Actaea racemosa L. ? Actaea simplex (DC.) Wormsk. ex Prantl)
ACTAE_SIM;Actaea simplex (DC.) Wormsk. ex Prantl;(Actaea simplex (DC.) Wormsk. ex Prantl)
ACTIN;Actinidia Lindl.;(Actinidia Lindl.)
ACTIN_ACH;Actinidia arguta (Siebold & Zucc.) Planch. ex Miq.. x Actinidia chinensis Planch.;(Actinidia arguta (Siebold & Zucc.) Planch. ex Miq.. x Actinidia chinensis Planch.)
ACTIN_ARG;Actinidia arguta (Sieb. & Zucc.) Planch.;(Actinidia arguta (Sieb. & Zucc.) Planch.)
ACTIN_CDE;Actinidia chinensis Planch. x Actinidia deliciosa (A. Chev.) C. F. Liang & A. R. Ferguson;(Actinidia chinensis Planch. x Actinidia deliciosa (A. Chev.) C. F. Liang & A. R. Ferguson)
ACTIN_CER;Hybrids between Actinidia chinensis and Actinidia eriantha;(Hybrids between Actinidia chinensis and Actinidia eriantha)
ACTIN_CHI;Actinidia chinensis Planch.;(Actinidia chinensis Planch.)
ACTIN_DEL;Actinidia deliciosa (A. Chev.) C. F. Liang & A. R. Ferguson;(Actinidia deliciosa (A. Chev.) C. F. Liang & A. R. Ferguson)
ACTIN_ERI;Actinidia eriantha Benth.;(Actinidia eriantha Benth.)
ACTIN_FAI;Actinidia xfairchildii Rehder;(Actinidia xfairchildii Rehder)
ACTIN_GIR;Actinidia giraldii Diels.;(Actinidia giraldii Diels.)
ACTIN_HEM;Actinidia hemsleyana Dunn;(Actinidia hemsleyana Dunn)
ACTIN_HEM_HEM;Actinidia hemsleyana Dunn var. hemsleyana;(Actinidia hemsleyana Dunn var. hemsleyana)
ACTIN_KOL;Actinidia kolomikta Maxim.;(Actinidia kolomikta Maxim.)
ACTIN_POL;Actinidia polygama (Sieb. & Zucc.) Maxim.;(Actinidia polygama (Sieb. & Zucc.) Maxim.)
ACTIN_PUR;Actinidia purpurea Rehd.;(Actinidia purpurea Rehd.)
ACTIN_VAL;Actinidia valvata Dunn;(Actinidia valvata Dunn)
ACTNO;Actinotus;(Actinotus)
ACTNO_HEL;Actinotus helianthi Labill.;(Actinotus helianthi Labill.)
ADANS;Adansonia;(Adansonia)
ADANS_DIG;Adansonia digitata L.;(Adansonia digitata L.)
ADANS_GRA;Adansonia grandidieri Baill.;(Adansonia grandidieri Baill.)
ADANS_RUB;Adansonia rubrostipa Jum. & H. Perrier;(Adansonia rubrostipa Jum. & H. Perrier)
ADANS_SUA;Adansonia suarezensis H. Perrier;(Adansonia suarezensis H. Perrier)
ADANS_ZAA;Adansonia za Baill.;(Adansonia za Baill.)
ADENA;Adenanthos;(Adenanthos)
ADENA_CUN;Adenanthos cuneatus Labill.;(Adenanthos cuneatus Labill.)
ADENA_MEI;Adenanthos meisneri;(Adenanthos meisneri)
ADENA_SER;Adenanthos sericeus Labill.;(Adenanthos sericeus Labill.)
ADENI;Adenium Roem. et Schult.;(Adenium Roem. et Schult.)
ADENI_BOE;Adenium boehmianum Schinz;(Adenium boehmianum Schinz)
ADENI_OBE;Adenium obesum (Forssk.) Roem. & Schult.;(Adenium obesum (Forssk.) Roem. & Schult.)
ADENI_SWA;Adenium swazicum Stapf;(Adenium swazicum Stapf)
ADENO;Adenophora Fisch.;(Adenophora Fisch.)
ADENO_PER;Adenophora pereskiifolia (Fisch.) Fisch. ex G. Don;(Adenophora pereskiifolia (Fisch.) Fisch. ex G. Don)
ADENO_TRI;Adenophora triphylla (Thunb.) A. DC.;(Adenophora triphylla (Thunb.) A. DC.)
ADENO_TRI_JAP;Adenophora triphylla (Thunb.) A.DC. var. japonica (Regel) H.Hara;(Adenophora triphylla (Thunb.) A.DC. var. japonica (Regel) H.Hara)
ADIAN;Adiantum L.;(Adiantum L.)
ADIAN_POL;Adiantum polyphyllum Willd.;(Adiantum polyphyllum Willd.)
ADIAN_RAD;Adiantum raddianum C. Presl;(Adiantum raddianum C. Presl)
ADONI;Adonis L.;(Adonis L.)
ADONI_AES;Adonis aestivalis L.;(Adonis aestivalis L.)
ADONI_AMU;Adonis amurensis Regel & Radde;(Adonis amurensis Regel & Radde)
ADONI_ANN;Adonis annua L.;(Adonis annua L.)
ADONI_MUL;Adonis multiflora Nishikawa & Koji Ito;(Adonis multiflora Nishikawa & Koji Ito)
ADONI_VER;Adonis vernalis L.;(Adonis vernalis L.)
AECHM;Aechmea Ruiz et Pav.;(Aechmea Ruiz et Pav.)
AECHM_CAL;Aechmea calyculata (E. Morren) Baker;(Aechmea calyculata (E. Morren) Baker)
AECHM_CAU;Aechmea caudata Lindm.;(Aechmea caudata Lindm.)
AECHM_CHA;Aechmea chantinii (Carriere) Baker;(Aechmea chantinii (Carriere) Baker)
AECHM_COE;Aechmea coelestis (K. Koch) E. Morren;(Aechmea coelestis (K. Koch) E. Morren)
AECHM_CTE;Aechmea chantinii x Aechmea tessmannii;(Aechmea chantinii x Aechmea tessmannii)
AECHM_DFE;Aechmea dichlamydea x Aechmea fendleri;(Aechmea dichlamydea x Aechmea fendleri)
AECHM_DIC;Aechmea dichlamydea;(Aechmea dichlamydea)
AECHM_DIC_TRI;Aechmea dichlamydea Baker var. trinitensis L. B. Sm.;(Aechmea dichlamydea Baker var. trinitensis L. B. Sm.)
AECHM_DIS;Aechmea distichantha Lem.;(Aechmea distichantha Lem.)
AECHM_ECT;Aechmea eurcarymbus x (Aechmea chantinii x Aechmea tessmannii);(Aechmea eurcarymbus x (Aechmea chantinii x Aechmea tessmannii))
AECHM_EUR;Aechmea eurycorymbus Harms;(Aechmea eurycorymbus Harms)
AECHM_FAS;Aechmea fasciata (Lindl.) Baker;(Aechmea fasciata (Lindl.) Baker)
AECHM_FEN;Aechmea fendleri Andre ex Mez;(Aechmea fendleri Andre ex Mez)
AECHM_FOS;Aechmea fosteriana L. B. Sm.;(Aechmea fosteriana L. B. Sm.)
AECHM_FUL;Aechmea fulgens Brongn.;(Aechmea fulgens Brongn.)
AECHM_LUE;Aechmea lueddemanniana (K. Koch) Mez;(Aechmea lueddemanniana (K. Koch) Mez)
AECHM_MAG;Aechmea magdalenae (Andre) Andre ex Baker;(Aechmea magdalenae (Andre) Andre ex Baker)
AECHM_NUD;Aechmea nudicaulis (L.) Griseb.;(Aechmea nudicaulis (L.) Griseb.)
AECHM_ORL;Aechmea orlandiana L. B. Sm.;(Aechmea orlandiana L. B. Sm.)
AECHM_RAM;Aechmea ramosa Mart. ex Schult. & Schult. f.;(Aechmea ramosa Mart. ex Schult. & Schult. f.)
AECHM_REC;Aechmea recurvata (Klotzsch) L. B. Sm.;(Aechmea recurvata (Klotzsch) L. B. Sm.)
AECHM_SMI;Aechmea smithiorum Mez;(Aechmea smithiorum Mez)
AECHM_TES;Aechmea tessmannii Harms;(Aechmea tessmannii Harms)
AEGIL;Aegilops;(Aegilops)
AEGIL_TRI;Aegilops triuncialis L.;(Aegilops triuncialis L.)
AEGLE;Aegle;(Aegle)
AEGLE_MAR;Aegle marmelos (L.) Correa;(Aegle marmelos (L.) Correa)
AEONI;Aeonium Webb & Berthel.;(Aeonium Webb & Berthel.)
AEONI_ARB;Aeonium arboreum (L.) Webb et Berth.;(Aeonium arboreum (L.) Webb et Berth.)
AEONI_DEC;Aeonium decorum Webb ex Bolle;(Aeonium decorum Webb ex Bolle)
AERID;Aerides Lour.;(Aerides Lour.)
AERVA;Aerva Forssk.;(Aerva Forssk.)
AERVA_JAV;Aerva javanica (Burm. f.) Juss. ex Schult.;(Aerva javanica (Burm. f.) Juss. ex Schult.)
AESCM;Aeschynomene;(Aeschynomene)
AESCM_AME;Aeschynomene americana L.;(Aeschynomene americana L.)
AESCM_ASP;Aeschynomene aspera L.;(Aeschynomene aspera L.)
AESCM_IND;Aeschynomene indica L.;(Aeschynomene indica L.)
AESCM_VIL;Aeschynomene villosa Poir.;(Aeschynomene villosa Poir.)
AESCT;Aeschynanthus Jack;(Aeschynanthus Jack)
AESCT_EVR;Aeschynanthus evrardii Pellegr.;(Aeschynanthus evrardii Pellegr.)
AESCT_PAR;Aeschynanthus parvifolius R. Br.;(Aeschynanthus parvifolius R. Br.)
AESCT_RAD;Aeschynanthus radicans Jack;(Aeschynanthus radicans Jack)
AESCT_RTR;Aeschynanthus radicans Jack x A. tricolor Hook.;(Aeschynanthus radicans Jack x A. tricolor Hook.)
AESCT_SPE;Aeschynanthus speciosus Hook.;(Aeschynanthus speciosus Hook.)
AESCT_TRI;Aeschynanthus tricolor Hook.;(Aeschynanthus tricolor Hook.)
AESCU;Aesculus L.;(Aesculus L.)
AESCU_BUS;Aesculus ?bushii C. K. Schneid.;(Aesculus ?bushii C. K. Schneid.)
AESCU_GLA;Aesculus glabra Willd.;(Aesculus glabra Willd.)
AESCU_HIP;Aesculus hippocastanum L.;(Aesculus hippocastanum L.)
AESCU_PAV;Aesculus pavia L.;(Aesculus pavia L.)
AETHU;Aethusa;(Aethusa)
AETHU_CYN;Aethusa cynapium L.;(Aethusa cynapium L.)
AFROC;Afrocarpus (J. Buchholz & N. E. Gray) C. N. Page;(Afrocarpus (J. Buchholz & N. E. Gray) C. N. Page)
AFROC_FAL;Afrocarpus falcatus (Thunb.) C. N. Page;(Afrocarpus falcatus (Thunb.) C. N. Page)
AFROC_GRA;Afrocarpus gracilior (Pilg.) C. N. Page;(Afrocarpus gracilior (Pilg.) C. N. Page)
AFZEL;Afzelia;(Afzelia)
AFZEL_AFR;Afzelia africana Sm. ex Pers.;(Afzelia africana Sm. ex Pers.)
AGAPA;Agapanthus L'Her.;(Agapanthus L'Her.)
AGAPA_AFR;Agapanthus africanus (L.) Hoffmanns.;(Agapanthus africanus (L.) Hoffmanns.)
AGAPA_CAM;Agapanthus campanulatus F. M. Leight.;(Agapanthus campanulatus F. M. Leight.)
AGAPA_CAM_PAT;Agapanthus campanulatus F. M. Leight. subsp. patens (F. M. Leight.) F. M. Leight.;(Agapanthus campanulatus F. M. Leight. subsp. patens (F. M. Leight.) F. M. Leight.)
AGAPA_CAU;Agapanthus caulescens Sprenger;(Agapanthus caulescens Sprenger)
AGAPA_CCO;hybrids between Agapanthus campanulatus F. M. Leight. and Agapanthus comptonii F. M. Leight.;(hybrids between Agapanthus campanulatus F. M. Leight. and Agapanthus comptonii F. M. Leight.)
AGAPA_COM;Agapanthus comptonii F. M. Leight.;(Agapanthus comptonii F. M. Leight.)
AGAPA_CPR;Agapanthus campanulatus ? Agapanthus praecox;(Agapanthus campanulatus ? Agapanthus praecox)
AGAPA_INA;Agapanthus inapertus Beauverd;(Agapanthus inapertus Beauverd)
AGAPA_INA_HOL;Agapanthus inapertus Beauverd subsp. hollandii (F. M. Leight.) F. M. Leight.;(Agapanthus inapertus Beauverd subsp. hollandii (F. M. Leight.) F. M. Leight.)
AGAPA_INA_INA;Agapanthus inapertus Beauverd subsp. Inapertus;(Agapanthus inapertus Beauverd subsp. Inapertus)
AGAPA_INA_INT;Agapanthus inapertus Beauverd subsp. intermedius F. M. Leight.;(Agapanthus inapertus Beauverd subsp. intermedius F. M. Leight.)
AGAPA_INA_PAR;Agapanthus inapertus Beauverd subsp. parviflorus F. M. Leight.;(Agapanthus inapertus Beauverd subsp. parviflorus F. M. Leight.)
AGAPA_IPR;Agapanthus inapertus x Agapanthus praecox subsp orientalis;(Agapanthus inapertus x Agapanthus praecox subsp orientalis)
AGAPA_PRA;Agapanthus praecox Willd.;(Agapanthus praecox Willd.)
AGAPA_PRA_ORI;Agapanthus praecox subsp orientalis (F.M. Leight) F.M. Leight.;(Agapanthus praecox subsp orientalis (F.M. Leight) F.M. Leight.)
AGARI;Agaricus L.;(Agaricus L.)
AGARI_ARV;Agaricus arvensis Schaeff.;(Agaricus arvensis Schaeff.)
AGARI_BIS;Agaricus bisporus (Lange.) Sing.;(Agaricus bisporus (Lange.) Sing.)
AGARI_BIT;Agaricus bitorquis (Quel.) Sacc. 1887;(Agaricus bitorquis (Quel.) Sacc. 1887)
AGARI_BLA;Agaricus blazei Murrill;(Agaricus blazei Murrill)
AGARI_SRU;Agaricus subrufescens Peck 1894;(Agaricus subrufescens Peck 1894)
AGAST;Agastache Clayt. ex Gronov.;(Agastache Clayt. ex Gronov.)
AGAST_AUR;Agastache aurantiaca (A.Gray) Lint & Epling;(Agastache aurantiaca (A.Gray) Lint & Epling)
AGAST_CAN;Agastache cana (Hook.) Wooton & Standl.;(Agastache cana (Hook.) Wooton & Standl.)
AGAST_CCU;hybrids between Agastache cana (Hook.) Wooton & Standl. and Agastache cusickii (Greenm.) A. Heller;(hybrids between Agastache cana (Hook.) Wooton & Standl. and Agastache cusickii (Greenm.) A. Heller)
AGAST_CPA;Agastache cana x Agastache pallidiflora;(Agastache cana x Agastache pallidiflora)
AGAST_CUS;Agastache cusickii (Greenm.) A. Heller;(Agastache cusickii (Greenm.) A. Heller)
AGAST_FOE;Agastache foeniculum (Pursh) Kuntze;(Agastache foeniculum (Pursh) Kuntze)
AGAST_FRU;hybrids between Agastache foeniculum (Pursh) Kuntze and Agastache rugosa (Fisch. & C. A. Mey) Kuntze;(hybrids between Agastache foeniculum (Pursh) Kuntze and Agastache rugosa (Fisch. & C. A. Mey) Kuntze)
AGAST_MEX;Agastache mexicana (Humb., Bonpl. & Kunth) Linton & Epling;(Agastache mexicana (Humb., Bonpl. & Kunth) Linton & Epling)
AGAST_PAL;Agastache pallidiflora (A. Heller) Rydb.;(Agastache pallidiflora (A. Heller) Rydb.)
AGAST_PLD;Agastache pallida (Lindl.) Cory var. pallida;(Agastache pallida (Lindl.) Cory var. pallida)
AGAST_RUG;Agastache rugosa (Fisch. & C. A. Mey) Kuntze;(Agastache rugosa (Fisch. & C. A. Mey) Kuntze)
AGATH;Agathis;(Agathis)
AGATH_AUS;Agathis australis (D. Don) Steud.;(Agathis australis (D. Don) Steud.)
